Mod:Item:MetaData, Localized Name
props:props:617, Kitchen Shelf Dark
props:props:618, Built in Microwave Dark
props:props:619, Hood Wall Dark
props:props:620, Bottom Cabinet Corner Right Dark
props:props:621, Bottom Cabinet Corner Left Dark
props:props:622, Broom Cabinet
props:props:623, Top Cabinet Glass Dark
props:props:624, Top Cabinet Dark
props:props:625, Water pump
props:props:626, Fridge Large
props:props:627, Fridge Small
props:props:628, Dish Rack
props:props:629, Dish Rack Dark
props:props:630, Patron Doll Davexx100
props:props:631, Fireplace
props:props:632, Punching Bag
props:props:633, Toy Rocket
props:props:634, Speed Bag
props:props:635, ProfMobius And Razz Dolls
props:props:636, Alarm Clock
props:props:637, Treasure Map
props:props:638, ToothBrush Case
props:props:639, Mailbox
props:props:640, Plunger
props:props:641, Round Wall Clock
props:props:642, Candy Bowl
props:props:643, Bathroom Sign Female
props:props:644, Bathroom Sign Male
props:props:645, Giant Spider Web
props:props:646, Patron Doll Trustlines
props:props:647, Patron Doll Iarunu Tatsu
props:props:648, Patron Doll TheJays
props:props:649, Patron Doll Skuli
props:props:650, Patron Doll convict999
props:props:651, Altar De Muertos
props:props:652, Tiki Torch
props:props:653, Guillotine
props:props:654, Dynamite Sticks
props:props:655, Skull Candle
props:props:656, Birthday Cake
props:props:657, Birthday Cake 2
props:props:658, Witch Cauldron
props:props:659, Bathroom Sign
props:props:660, Candy Corn Bowl
props:props:661, IV Stand
props:props:662, Radiator
props:props:663, Staircase Light
props:props:664, Staircase Dark
props:props:665, Staircase Stone
props:props:666, Staircase Quartz
props:props:667, Staircase Light Landing
props:props:668, Staircase Dark Landing
props:props:669, Staircase Stone Landing
props:props:670, Staircase Quartz Landing
props:props:671, Staircase Light End Rail
props:props:672, Staircase Dark End Rail
props:props:673, Staircase Stone End Rail
props:props:674, Staircase Quartz End Rail
props:props:675, Stethoscope
props:props:676, Wheelchair
props:props:677, Gas Cylinder
props:props:678, Gas Cylinder 2
props:props:679, Syringe 1
props:props:680, Syringe 2
props:props:681, Hospital Bed
props:props:682, Heart Monitor
props:props:683, XRay1
props:props:684, XRay2
props:props:685, XRay3
props:props:686, Hospital Curtain
props:props:687, Pills
props:props:688, Neon Lamp
props:props:689, Defibrilator
props:props:690, Rolling Tray
props:props:691, Tool Tray Table
props:props:692, Surgical Tools
props:props:693, Art Supplies
props:props:694, Crown With Pillow
props:props:695, Diving Board
props:props:696, Mixer
props:props:697, Bone
props:props:698, Window Barricade
props:props:699, Patron Doll meepmeep
props:props:700, Advent Wreath
props:props:701, Arm Chair White
props:props:702, Arm Chair Brown
props:props:703, Arm Chair Orange
props:props:704, Arm Chair Purple
props:props:705, Arm Chair Blue
props:props:706, Arm Chair Lime
props:props:707, Arm Chair Green
props:props:708, Arm Chair Fuchsia
props:props:709, Arm Chair Light Blue
props:props:710, Arm Chair Razzle
props:props:711, Arm Chair Red
props:props:712, Arm Chair Pink
props:props:713, Arm Chair Black
props:props:714, Arm Chair Yellow
props:props:715, Arm Chair Coral
props:props:716, Arm Chair Cyan
props:props:717, Couch Left
props:props:718, Couch Left Brown
props:props:719, Couch Left Orange
props:props:720, Couch Left Purple
props:props:721, Couch Left Blue
props:props:722, Couch Left Lime
props:props:723, Couch Left Green
props:props:724, Couch Left Fuchsia
props:props:725, Couch Left Light Blue
props:props:726, Couch Left Razzle
props:props:727, Couch Left Red
props:props:728, Couch Left Pink
props:props:729, Couch Left Black
props:props:730, Couch Left Yellow
props:props:731, Couch Left Coral
props:props:732, Couch Left Cyan
props:props:733, Couch Center
props:props:734, Couch Center Brown
props:props:735, Couch Center Orange
props:props:736, Couch Center Purple
props:props:737, Couch Center Blue
props:props:738, Couch Center Lime
props:props:739, Couch Center Green
props:props:740, Couch Center Fuchsia
props:props:741, Couch Center Light Blue
props:props:742, Couch Center Razzle
props:props:743, Couch Center Red
props:props:744, Couch Center Pink
props:props:745, Couch Center Black
props:props:746, Couch Center Yellow
props:props:747, Couch Center Coral
props:props:748, Couch Center Cyan
props:props:749, Couch Right
props:props:750, Couch Right Brown
props:props:751, Couch Right Orange
props:props:752, Couch Right Purple
props:props:753, Couch Right Blue
props:props:754, Couch Right Lime
props:props:755, Couch Right Green
props:props:756, Couch Right Fuchsia
props:props:757, Couch Right Light Blue
props:props:758, Couch Right Razzle
props:props:759, Couch Right Red
props:props:760, Couch Right Pink
props:props:761, Couch Right Black
props:props:762, Couch Right Yellow
props:props:763, Couch Right Coral
props:props:764, Couch Right Cyan
props:props:765, Couch Corner
props:props:766, Couch Corner Brown
props:props:767, Couch Corner Orange
props:props:768, Couch Corner Purple
props:props:769, Couch Corner Blue
props:props:770, Couch Corner Lime
props:props:771, Couch Corner Green
props:props:772, Couch Corner Fuchsia
props:props:773, Couch Corner Light Blue
props:props:774, Couch Corner Razzle
props:props:775, Couch Corner Red
props:props:776, Couch Corner Pink
props:props:777, Couch Corner Black
props:props:778, Couch Corner Yellow
props:props:779, Couch Corner Coral
props:props:780, Couch Corner Cyan
props:props:781, PC
props:props:782, PC Brown
props:props:783, PC Orange
props:props:784, PC Purple
props:props:785, PC Blue
props:props:786, PC Lime
props:props:787, PC Green
props:props:788, PC Fuchsia
props:props:789, PC Light Blue
props:props:790, PC Razzle
props:props:791, PC Red
props:props:792, PC Pink
props:props:793, PC Black
props:props:794, PC Yellow
props:props:795, PC Coral
props:props:796, PC Cyan
props:props:797, Screen/Keyboard
props:props:798, ScreenRight
props:props:799, ScreenLeft
props:props:800, Microwave
props:props:801, Patron Doll FoxingtonFox
props:props:802, Patron Doll MikanPachi
props:props:803, Patron Doll Viesis
props:props:804, Patron Doll Hazzar
props:props:805, Minetendo
props:props:806, Sword Stand
props:props:808, WoodenSpikes
props:props:809, Crate Red Apple
props:props:810, Crate Golden Apple
props:props:811, Crate Green Apples
props:props:812, Crate Carrots
props:props:813, item.props.crate_potatoes.name
props:props:814, Crate Oranges
props:props:815, Crate Bananas
props:props:816, Crate Pears
props:props:817, Crate Beetroot
props:props:818, Crate Tomatos
props:props:819, Crate Onions
props:props:820, Crate Lettuce
props:props:821, Crate Corn
props:clay:0, Red Crafting Clay
props:clay:1, Blue Crafting Clay
props:clay:2, Green Crafting Clay
props:tool, Decowand
eplus:tableUpgrade, Table Upgrade
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:enchantment_scroll:0, Enchanted Scroll
eplus:tomb_guardian:0, Tome: Enchanted Guardian
eplus:tomb_guardian:0, Tome: Enchanted Guardian
eplus:tomb_guardian:0, Tome: Enchanted Guardian
eplus:tomb_guardian:0, Tome: Enchanted Guardian
eplus:tomb_guardian:0, Tome: Enchanted Guardian
eplus:tomb_guardian:0, Tome: Enchanted Guardian
Enchiridion:items:1, Book Binder
Enchiridion2:book:0, Create New Book
Enchiridion2:book:0, Create New Book
EnderIO:itemCoordSelector, Coordinate Selector
EnderIO:itemFusedQuartzFrame, Fused Quartz Frame
EnderIO:itemConduitFacade:0, Conduit Facade
EnderIO:itemConduitFacade:1, Hardened Conduit Facade
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemFrankenSkull:0, Zombie Electrode
EnderIO:itemFrankenSkull:1, Z-Logic Controller
EnderIO:itemFrankenSkull:2, Frank'N'Zombie
EnderIO:itemFrankenSkull:3, Ender Resonator
EnderIO:itemFrankenSkull:4, Sentient Ender
EnderIO:itemRedstoneConduit:0, Redstone Conduit
EnderIO:itemRedstoneConduit:1, Conduit Switch
EnderIO:itemRedstoneConduit:2, Insulated Redstone Conduit
EnderIO:itemPowerConduit:0, Energy Conduit
EnderIO:itemPowerConduit:1, Enhanced Energy Conduit
EnderIO:itemPowerConduit:2, Ender Energy Conduit
EnderIO:itemLiquidConduit:0, Fluid Conduit
EnderIO:itemLiquidConduit:1, Pressurized Fluid Conduit
EnderIO:itemLiquidConduit:2, Ender Fluid Conduit
EnderIO:itemItemConduit:0, Item Conduit
EnderIO:itemMEConduit:0, ME Conduit
EnderIO:itemMEConduit:1, Dense ME Conduit
EnderIO:itemBasicFilterUpgrade:0, Basic Item Filter
EnderIO:itemBasicFilterUpgrade:1, Advanced Item Filter
EnderIO:itemExistingItemFilter:0, Existing Item Filter
EnderIO:itemModItemFilter, Mod Item Filter
EnderIO:itemPowerItemFilter:0, Chargeable Item Filter
EnderIO:itemExtractSpeedUpgrade:0, Item Conduit Speed Upgrade
EnderIO:itemExtractSpeedUpgrade:1, Item Conduit Speed Downgrade
EnderIO:itemFunctionUpgrade:0, Remote Awareness Upgrade
EnderIO:itemBasicCapacitor:0, Basic Capacitor
EnderIO:itemBasicCapacitor:1, Double-Layer Capacitor
EnderIO:itemBasicCapacitor:2, Octadic Capacitor
EnderIO:itemMachinePart:0, Machine Chassis
EnderIO:itemMachinePart:1, Basic Gear
EnderIO:itemMaterial:0, Silicon
EnderIO:itemMaterial:1, Conduit Binder
EnderIO:itemMaterial:2, Binder Composite
EnderIO:itemMaterial:3, Pulsating Iron Nugget
EnderIO:itemMaterial:4, Vibrant Alloy Nugget
EnderIO:itemMaterial:5, Pulsating Crystal
EnderIO:itemMaterial:6, Vibrant Crystal
EnderIO:itemMaterial:7, Dark Steel Ball
EnderIO:itemMaterial:8, Ender Crystal
EnderIO:itemMaterial:9, Enticing Crystal
EnderIO:itemMaterial:10, Weather Crystal
EnderIO:itemAlloy:0, Electrical Steel
EnderIO:itemAlloy:1, Energetic Alloy
EnderIO:itemAlloy:2, Vibrant Alloy
EnderIO:itemAlloy:3, Redstone Alloy
EnderIO:itemAlloy:4, Conductive Iron
EnderIO:itemAlloy:5, Pulsating Iron
EnderIO:itemAlloy:6, Dark Steel
EnderIO:itemAlloy:7, Soularium
EnderIO:itemPowderIngot:0, Coal Powder
EnderIO:itemPowderIngot:1, Iron Powder
EnderIO:itemPowderIngot:2, Gold Powder
EnderIO:itemPowderIngot:3, Copper Powder
EnderIO:itemPowderIngot:4, Tin Powder
EnderIO:itemPowderIngot:6, Enderium Base
EnderIO:itemPowderIngot:7, Obsidian Powder
EnderIO:itemPowderIngot:8, Flour
EnderIO:bucketNutrient_distillation, Nutrient Distillation Bucket
EnderIO:bucketHootch, Hootch Bucket
EnderIO:bucketRocket_fuel, Rocket Fuel Bucket
EnderIO:bucketFire_water, Fire Water Bucket
EnderIO:bucketLiquid_sunshine, Liquid Sunshine Bucket
EnderIO:bucketCloud_seed, item.bucketCloud_seed.name
EnderIO:bucketCloud_seed_concentrated, item.bucketCloud_seed_concentrated.name
EnderIO:itemYetaWrench, Yeta Wrench
EnderIO:itemEnderface, Enderface
EnderIO:itemTravelStaff:0, Staff of Traveling
EnderIO:itemTravelStaff:16, Staff of Traveling
EnderIO:itemConduitProbe:0, Conduit Probe
EnderIO:itemXpTransfer:0, Experience Rod
EnderIO:itemSoulVessel, Soul Vial
EnderIO:itemEnderFood:0, "Enderios"
EnderIO:itemGliderWing:0, Glider Wing
EnderIO:itemGliderWing:1, Glider Wings
EnderIO:item.darkSteel_helmet, Dark Helm
EnderIO:item.darkSteel_chestplate, Dark Plate
EnderIO:item.darkSteel_leggings, Dark Leggings
EnderIO:item.darkSteel_boots, Dark Boots
EnderIO:item.darkSteel_sword, The Ender
EnderIO:item.darkSteel_pickaxe, Dark Pick
EnderIO:item.darkSteel_axe, Dark Axe
EnderIO:item.darkSteel_shears, Dark Shears
EnderIO:itemMagnet:0, Electromagnet
EnderIO:itemMagnet:16, Electromagnet
enderioaddons:bucketBrine1, Light Brine Bucket
enderioaddons:bucketBrine2, Medium Brine Bucket
enderioaddons:bucketBrine3, Heavy Brine Bucket
enderioaddons:bucketBrine4, Solid Brine Bucket
enderioaddons:itemMachineParts:0, Empty Machine Framework
enderioaddons:itemMachineParts:1, Machine Framework Tank
enderioaddons:itemMachineParts:2, Machine Framework Tanks
enderioaddons:itemMachineParts:3, Empty Machine Framework with Tanks
enderioaddons:itemMachineParts:4, Cobblestone Framework Controller
enderioaddons:itemMachineParts:5, Heating Element
enderioaddons:itemMachineParts:6, Filter Element
enderioaddons:itemMachineParts:7, Water Extraction Framework Controller
enderioaddons:itemMachineParts:8, Impulse Hopper Framework Controller
enderioaddons:itemMachineParts:9, Loot Recycler Framework Controller
enderioaddons:itemMachineParts:10, Item Tray
enderioaddons:itemMachineParts:11, Enchantment Modulator Core
enderioaddons:itemMachineParts:12, Enchantment Modulator
enderioaddons:itemMachineParts:13, Chassis Plates
enderioaddons:itemMachineParts:14, Flags and Poles
enderioaddons:itemMachineParts:15, Simple Magnet
enderioaddons:itemMachineParts:17, Farming Base Module
enderioaddons:itemMachineParts:18, Farming Intelligence Module
enderioaddons:itemMachineParts:19, Broken Wooden Hand Rake
enderioaddons:itemMachineParts:20, Broken Iron Hand Rake
enderioaddons:itemMachineParts:21, Industrial Rake (machine use only)
enderioaddons:itemMachineParts:22, Capacitor Seeds
enderioaddons:itemMachineParts:23, Organic Capacitor Shells
enderioaddons:itemMachineParts:24, Organic Capacitor Gel
enderioaddons:itemMachineParts:25, Organic Capacitor Core
enderioaddons:itemMachineParts:26, Capacitor Lined Housing Plate
enderioaddons:itemMachineParts:27, Food-grade coated Chassis Plate
enderioaddons:itemMachineParts:28, Food-grade coated Chassis Grill
enderioaddons:itemMachineParts:29, Fortune Cookie
enderioaddons:itemMachineParts:30, You cheated this in, didn't you?
enderioaddons:itemModule:0, Breeding Module
enderioaddons:itemModule:1, Crossbreeding module
enderioaddons:itemModule:2, Seed Harvesting Module
enderioaddons:itemModule:3, Seed Analyzer Module
enderioaddons:itemModule:4, Seed Multiplying Module
enderioaddons:itemModule:5, Harvest Unanalyzed Plants Module
enderioaddons:itemModule:6, Plant Upgrading Module
enderioaddons:itemModule:7, Weeding Module
enderioaddons:itemModule:8, Seed Ejecting Module
enderioaddons:itemModule:9, Seed Sorting Module
EnderZoo:enderZooIcon, item.enderZooIcon.name
EnderZoo:itemSpawnEggEnderZoo:0, Spawn Enderminy
EnderZoo:itemSpawnEggEnderZoo:1, Spawn Concussion Creeper
EnderZoo:itemSpawnEggEnderZoo:2, Spawn Fallen Knight
EnderZoo:itemSpawnEggEnderZoo:3, Spawn Fallen Steed
EnderZoo:itemSpawnEggEnderZoo:4, Spawn Wither Witch
EnderZoo:itemSpawnEggEnderZoo:5, Spawn Wither Cat
EnderZoo:itemSpawnEggEnderZoo:6, Spawn Dire Wolf
EnderZoo:witheringDust, Withering Dust
EnderZoo:confusingDust, Confusing Powder
EnderZoo:enderFragment, Ender Fragment
EnderZoo:guardiansBow, Guardians Bow
EnhancedInventories:functionUpgrade:0, Basic Upgrade
EnhancedInventories:functionUpgrade:1, Hopper Upgrade
EnhancedInventories:functionUpgrade:2, Redstone Upgrade
EnhancedInventories:functionUpgrade:3, Security Upgrade
EnhancedInventories:functionUpgrade:4, Reinfoced Upgrade
EnhancedInventories:sizeUpgrade:0, Size Upgrade Mk II
EnhancedInventories:sizeUpgrade:1, Size Upgrade Mk III
EnhancedInventories:sizeUpgrade:2, Size Upgrade Mk IV
EnhancedInventories:sizeUpgrade:3, Size Upgrade Mk V
EnhancedInventories:sizeUpgrade:4, Size Upgrade Mk VI
EnhancedInventories:sizeUpgrade:5, Size Upgrade Mk VII
EnhancedInventories:sizeUpgrade:6, Size Upgrade Mk VIII
EnhancedInventories:chestConverter:0, Chest Converter Mk I
EnhancedInventories:chestConverter:1, Chest Converter Mk II
EnhancedInventories:chestConverter:2, Chest Converter Mk III
EnhancedInventories:chestConverter:3, Chest Converter Mk IV
EnhancedInventories:chestConverter:4, Chest Converter Mk V
EnhancedInventories:chestConverter:5, Chest Converter Mk VI
EnhancedInventories:chestConverter:6, Chest Converter Mk VII
EnhancedInventories:chestConverter:7, Chest Converter Mk VIII
EnhancedInventories:schematic, Schematic
EnhancedInventories:paintbrush, Paintbrush
etfuturum:mutton_raw, Raw Mutton
etfuturum:mutton_cooked, Cooked Mutton
etfuturum:prismarine_shard, Prismarine Shard
etfuturum:prismarine_crystals, Prismarine Crystal
etfuturum:wooden_armorstand, Armour Stand
etfuturum:rabbit_raw, Raw Rabbit
etfuturum:rabbit_cooked, Cooked Rabbit
etfuturum:rabbit_foot, Rabbit's Foot
etfuturum:rabbit_hide, Rabbit Hide
etfuturum:rabbit_stew, Rabbit Stew
etfuturum:beetroot, Beetroot
etfuturum:beetroot_seeds, Beetroot Seeds
etfuturum:beetroot_soup, Beetroot Soup
etfuturum:chorus_fruit, Chorus Fruit
etfuturum:chorus_fruit_popped, Popped Chorus Fruit
etfuturum:tipped_arrow, item.etfuturum.tipped_arrow.name
etfuturum:lingering_potion:0, Water Bottle
etfuturum:lingering_potion:8193, Lingering Potion of Regeneration
etfuturum:lingering_potion:8225, Lingering Potion of Regeneration
etfuturum:lingering_potion:8257, Lingering Potion of Regeneration
etfuturum:lingering_potion:8194, Lingering Potion of Swiftness
etfuturum:lingering_potion:8226, Lingering Potion of Swiftness
etfuturum:lingering_potion:8258, Lingering Potion of Swiftness
etfuturum:lingering_potion:8227, Lingering Potion of Fire Resistance
etfuturum:lingering_potion:8259, Lingering Potion of Fire Resistance
etfuturum:lingering_potion:8196, Lingering Potion of Poison
etfuturum:lingering_potion:8228, Lingering Potion of Poison
etfuturum:lingering_potion:8260, Lingering Potion of Poison
etfuturum:lingering_potion:8261, Lingering Potion of Healing
etfuturum:lingering_potion:8229, Lingering Potion of Healing
etfuturum:lingering_potion:8230, Lingering Potion of Night Vision
etfuturum:lingering_potion:8262, Lingering Potion of Night Vision
etfuturum:lingering_potion:8231, Lingering Potion of Nausea
etfuturum:lingering_potion:8263, Lingering Potion of Nausea
etfuturum:lingering_potion:8232, Lingering Potion of Weakness
etfuturum:lingering_potion:8264, Lingering Potion of Weakness
etfuturum:lingering_potion:8201, Lingering Potion of Strength
etfuturum:lingering_potion:8233, Lingering Potion of Strength
etfuturum:lingering_potion:8265, Lingering Potion of Strength
etfuturum:lingering_potion:8234, Lingering Potion of Slowness
etfuturum:lingering_potion:8266, Lingering Potion of Slowness
etfuturum:lingering_potion:8203, Lingering Potion of Leaping
etfuturum:lingering_potion:8235, Lingering Potion of Leaping
etfuturum:lingering_potion:8267, Lingering Potion of Leaping
etfuturum:lingering_potion:8268, Lingering Potion of Harming
etfuturum:lingering_potion:8236, Lingering Potion of Harming
etfuturum:lingering_potion:8237, Lingering Potion of Water Breathing
etfuturum:lingering_potion:8269, Lingering Potion of Water Breathing
etfuturum:lingering_potion:8238, Lingering Potion of Invisibility
etfuturum:lingering_potion:8270, Lingering Potion of Invisibility
etfuturum:dragon_breath, Dragon's Breath
etfuturum:elytra, Elytra
etfuturum:end_crystal, End Crystal
extracells:part.base:0, ME Fluid Export Bus
extracells:part.base:1, ME Fluid Import Bus
extracells:part.base:2, ME Fluid Storage Bus
extracells:part.base:3, ME Fluid Terminal
extracells:part.base:4, ME Fluid Level Emitter
extracells:part.base:5, ME Fluid Annihilation Plane
extracells:part.base:6, ME Fluid Formation Plane
extracells:part.base:7, ME Drive Fixture
extracells:part.base:8, ME Energy Cell Fixture
extracells:part.base:9, ME Fluid Interface
extracells:part.base:10, ME Fluid Storage Monitor
extracells:part.base:11, ME Fluid Conversion Monitor
extracells:part.base:12, ME Ore Dictionary Export Bus
extracells:storage.fluid:0, ME 1k Fluid Storage
extracells:storage.fluid:1, ME 4k Fluid Storage
extracells:storage.fluid:2, ME 16k Fluid Storage
extracells:storage.fluid:3, ME 64k Fluid Storage
extracells:storage.fluid:4, ME 256k Fluid Storage
extracells:storage.fluid:5, ME 1024k Fluid Storage
extracells:storage.fluid:6, ME 4096k Fluid Storage
extracells:storage.physical:0, ME 256k Storage
extracells:storage.physical:1, ME 1024k Storage
extracells:storage.physical:2, ME 4096k Storage
extracells:storage.physical:3, ME 16384k Storage
extracells:storage.physical:4, ME Block Container - Empty
extracells:storage.physical:4, ME Block Container - Empty
extracells:storage.gas:0, ME 1k Gas Storage
extracells:storage.gas:1, ME 4k Gas Storage
extracells:storage.gas:2, ME 16k Gas Storage
extracells:storage.gas:3, ME 64k Gas Storage
extracells:storage.gas:4, ME 256k Gas Storage
extracells:storage.gas:5, ME 1024k Gas Storage
extracells:storage.gas:6, ME 4096k Gas Storage
extracells:pattern.fluid, item.extracells.pattern.fluid.name
extracells:terminal.fluid.wireless, item.extracells.terminal.fluid.wireless.name
extracells:storage.component:0, 256k ME Storage Component
extracells:storage.component:1, 1024k ME Storage Component
extracells:storage.component:2, 4096k ME Storage Component
extracells:storage.component:3, 16384k ME Storage Component
extracells:storage.component:4, 1k ME Fluid Storage Component
extracells:storage.component:5, 4k ME Fluid Storage Component
extracells:storage.component:6, 16k ME Fluid Storage Component
extracells:storage.component:7, 64k ME Fluid Storage Component
extracells:storage.component:8, 256k ME Fluid Storage Component
extracells:storage.component:9, 1024k ME Fluid Storage Component
extracells:storage.component:10, 4096k ME Fluid Storage Component
extracells:storage.casing:0, Advanced Storage Housing
extracells:storage.casing:1, Fluid Storage Housing
extracells:fluid.item, item.extracells.fluid.item.name
extracells:storage.fluid.portable, item.extracells.storage.fluid.portable.name
extracells:storage.gas.portable, item.extracells.storage.gas.portable.name
extracells:pattern.crafting, item.extracells.pattern.crafting.name
extracells:terminal.universal.wireless, item.extracells.terminal.universal.wireless.name
extracells:terminal.gas.wireless, item.extracells.terminal.gas.wireless.name
extracells:oc.upgrade, ME Upgrade
ExtraUtilities:glove, Glove
ExtraUtilities:heatingElement, Heating Coil
ExtraUtilities:mini-soul:0, Soul fragment
ExtraUtilities:mini-soul:3, Soul fragment
ExtraUtilities:angelRing:0, Angel Ring
ExtraUtilities:angelRing:1, Angel Ring
ExtraUtilities:angelRing:2, Angel Ring
ExtraUtilities:angelRing:3, Angel Ring
ExtraUtilities:angelRing:4, Angel Ring
ExtraUtilities:paintbrush:0, Paintbrush
ExtraUtilities:nodeUpgrade:0, Speed Upgrade
ExtraUtilities:nodeUpgrade:1, Item Filter
ExtraUtilities:nodeUpgrade:2, World Interaction Upgrade
ExtraUtilities:nodeUpgrade:3, Stack Upgrade
ExtraUtilities:nodeUpgrade:4, Creative Upgrade
ExtraUtilities:nodeUpgrade:5, Ender Transmitter
ExtraUtilities:nodeUpgrade:6, Ender Receiver
ExtraUtilities:nodeUpgrade:7, Depth-First Search Upgrade
ExtraUtilities:nodeUpgrade:8, Breadth-First Search Upgrade
ExtraUtilities:nodeUpgrade:9, Pseudo Round Robin Upgrade
ExtraUtilities:nodeUpgrade:10, Advanced Item Filter
ExtraUtilities:lawSword, Kikoku
ExtraUtilities:golden_lasso:0, Golden Lasso
ExtraUtilities:divisionSigil, Division Sigil
ExtraUtilities:unstableingot:0, Unstable Ingot
ExtraUtilities:unstableingot:1, Semi-stable Nugget
ExtraUtilities:unstableingot:2, Mobius "Unstable/Stable" Ingot
ExtraUtilities:builderswand, Builder's Wand
ExtraUtilities:shears, Precision Shears
ExtraUtilities:creativebuilderswand, Super Builder's Wand
ExtraUtilities:ethericsword, Etheric Sword
ExtraUtilities:erosionShovel, Erosion Shovel
ExtraUtilities:destructionpickaxe, Destruction Pickaxe
ExtraUtilities:defoliageAxe, Healing Axe
ExtraUtilities:temporalHoe, Reversing Hoe
ExtraUtilities:sonar_goggles, Sonar Goggles
ExtraUtilities:watering_can, Watering Can
ExtraUtilities:scanner, Portable Scanner
ExtraUtilities:golden_bag, Golden Bag of Holding
ExtraUtilities:bedrockiumIngot, Bedrockium Ingot
harvestcraft:cuttingboardItem, Cutting Board
harvestcraft:potItem, Pot
harvestcraft:skilletItem, Skillet
harvestcraft:saucepanItem, Saucepan
harvestcraft:bakewareItem, Bakeware
harvestcraft:mortarandpestleItem, Mortar and Pestle
harvestcraft:mixingbowlItem, Mixing Bowl
harvestcraft:juicerItem, Juicer
harvestcraft:queenbeeItem, Queen Bee
harvestcraft:waxcombItem, Waxcomb
harvestcraft:honeycombItem, Honeycomb
harvestcraft:beeswaxItem, Beeswax
harvestcraft:honeyItem, Honey
harvestcraft:grubItem, Bee Grub
harvestcraft:royaljellyItem, Royal Jelly
harvestcraft:saltItem, Salt
harvestcraft:waxItem, Wax
harvestcraft:wovencottonItem, Woven Cotton
harvestcraft:hardenedleatherItem, Hardened Leather
harvestcraft:grainbaitItem, Grain Bait
harvestcraft:veggiebaitItem, Veggie Bait
harvestcraft:fruitbaitItem, Fruit Bait
harvestcraft:fishtrapbaitItem, Fish Trap Bait
harvestcraft:hardenedleatherhelmItem, Hardened Leather Helm
